"","260","261","262","248","249","250"
"TRINITY_DN4707_c1_g1",71,16,55,74,34,64
"TRINITY_DN4765_c0_g1",459,882,611,176,54,45
"TRINITY_DN4738_c0_g1",117,125,125,39,44,48
"TRINITY_DN4738_c1_g1",75,88,99,112,10,26
"TRINITY_DN4709_c0_g1",125,105,93,29,19,9
"TRINITY_DN4709_c1_g1",140,170,187,113,82,96
"TRINITY_DN4781_c0_g1",52,74,27,20,10,15
"TRINITY_DN4769_c0_g1",85,97,123,75,64,46
"TRINITY_DN4769_c2_g1",316,299,380,156,145,289
"TRINITY_DN4742_c0_g1",44,42,43,15,6,2
"TRINITY_DN4725_c0_g1",27,57,21,18,0,12
"TRINITY_DN4757_c0_g1",20,4,22,13,0,0
"TRINITY_DN4700_c0_g2",199,206,245,308,144,104
"TRINITY_DN4717_c1_g1",78,71,158,93,23,22
"TRINITY_DN4703_c0_g1",124,99,85,100,40,48
"TRINITY_DN4711_c0_g1",128,124,168,95,10,44
"TRINITY_DN4751_c0_g1",97,100,135,64,45,39
"TRINITY_DN4784_c0_g1",78,35,44,79,43,25
"TRINITY_DN4712_c0_g1",269,321,336,383,206,146
"TRINITY_DN4782_c0_g1",268,313,374,414,70,120
"TRINITY_DN4782_c1_g1",249,354,213,226,114,128
"TRINITY_DN4768_c2_g1",46,105,64,59,34,22
"TRINITY_DN4723_c0_g1",265,248,264,143,88,111
"TRINITY_DN4719_c0_g1",74,101,33,80,41,46
"TRINITY_DN4788_c0_g1",407,422,486,1392,787,697
"TRINITY_DN4752_c0_g1",140,205,146,39,42,26
"TRINITY_DN4789_c1_g1",11,10,12,15,0,8
"TRINITY_DN4791_c0_g2",126,117,142,141,61,59
"TRINITY_DN4726_c0_g1",76,89,49,82,9,28
"TRINITY_DN4762_c0_g1",40,119,26,39,32,17
"TRINITY_DN4795_c0_g1",61,151,151,290,71,87
"TRINITY_DN4787_c0_g1",686,732,542,2471,2017,1215
"TRINITY_DN4715_c0_g1",78,89,80,301,38,50
"TRINITY_DN4776_c0_g1",96,121,94,20,10,7
"TRINITY_DN4758_c0_g1",242,267,239,222,202,186
"TRINITY_DN4741_c0_g1",707,745,753,2150,807,922
"TRINITY_DN4721_c0_g1",178,142,257,437,212,128
"TRINITY_DN4721_c1_g1",377,480,500,104,176,150
"TRINITY_DN4797_c0_g1",346,416,551,1008,504,435
"TRINITY_DN5216_c0_g1",47,9,35,0,15,16
"TRINITY_DN5201_c0_g1",207,223,274,126,97,95
"TRINITY_DN5225_c0_g1",88,53,58,102,61,72
"TRINITY_DN5241_c2_g1",63,106,108,48,19,56
"TRINITY_DN5289_c0_g1",27,19,21,18,4,20
"TRINITY_DN5272_c0_g1",11,24,16,10,0,12
"TRINITY_DN5259_c0_g1",516,391,685,812,148,211
"TRINITY_DN5271_c0_g1",129,130,135,60,47,20
"TRINITY_DN5217_c1_g1",678,720,674,694,126,238
"TRINITY_DN5217_c2_g1",526,390,287,267,119,74
"TRINITY_DN5236_c0_g2",220,203,220,210,142,119
"TRINITY_DN5227_c0_g1",1330,1387,1411,470,372,315
"TRINITY_DN5242_c0_g1",31,33,23,21,2,16
"TRINITY_DN5221_c0_g1",79,97,129,61,34,25
"TRINITY_DN5264_c0_g1",87,58,105,73,18,36
"TRINITY_DN5260_c0_g1",65,41,52,40,12,9
"TRINITY_DN5260_c0_g2",146,123,113,91,29,19
"TRINITY_DN5230_c0_g1",83,98,122,366,83,59
"TRINITY_DN5282_c0_g1",60,133,85,43,102,61
"TRINITY_DN5244_c0_g1",13,24,29,7,6,6
"TRINITY_DN5284_c0_g1",184,137,166,239,58,88
"TRINITY_DN5284_c1_g1",81,109,225,113,32,45
"TRINITY_DN5261_c0_g2",131,151,129,63,37,43
"TRINITY_DN5212_c0_g1",222,239,257,186,75,64
"TRINITY_DN5205_c0_g1",455,539,676,543,190,207
"TRINITY_DN5203_c0_g1",50,71,82,46,22,36
"TRINITY_DN5255_c0_g1",258,335,444,100,7,15
"TRINITY_DN5249_c0_g1",323,483,432,1018,570,383
"TRINITY_DN5288_c0_g1",81,62,85,39,24,10
"TRINITY_DN5290_c0_g2",83,43,85,36,25,18
"TRINITY_DN5247_c0_g1",413,456,533,271,132,203
"TRINITY_DN5273_c0_g1",47,63,77,20,8,34
"TRINITY_DN5207_c0_g1",142,165,174,586,159,174
"TRINITY_DN5207_c2_g1",144,137,97,86,65,99
"TRINITY_DN5291_c0_g1",69,24,71,3,8,14
"TRINITY_DN5232_c0_g1",616,630,786,564,266,142
"TRINITY_DN5226_c1_g1",39,37,38,25,18,3
"TRINITY_DN5226_c1_g2",24,0,9,23,28,18
"TRINITY_DN5252_c0_g1",44,47,38,5,6,6
"TRINITY_DN5298_c0_g1",8,26,3,31,24,10
"TRINITY_DN5283_c0_g1",32,58,12,2,3,5
"TRINITY_DN5299_c0_g1",1334,1256,1354,1481,803,619
"TRINITY_DN5262_c0_g1",13,15,18,20,0,0
"TRINITY_DN5266_c0_g2",156,176,164,121,15,30
"TRINITY_DN5296_c1_g1",59,105,111,12,19,32
"TRINITY_DN5234_c0_g1",173,213,233,66,24,33
"TRINITY_DN5234_c2_g1",62,73,74,40,9,21
"TRINITY_DN5234_c11_g1",9,13,14,28,5,9
"TRINITY_DN5229_c0_g1",26,20,22,28,8,4
"TRINITY_DN5224_c0_g1",106,108,117,38,12,36
"TRINITY_DN5237_c0_g1",81,67,77,36,25,21
"TRINITY_DN5222_c0_g1",87,121,111,490,308,187
"TRINITY_DN5222_c0_g2",24,44,75,73,21,6
"TRINITY_DN5277_c0_g1",38,42,61,30,11,9
"TRINITY_DN5250_c0_g1",83,120,137,241,81,100
"TRINITY_DN5268_c0_g1",199,143,203,166,42,67
"TRINITY_DN5233_c0_g1",29,48,53,24,7,14
"TRINITY_DN5276_c0_g2",52,57,42,11,24,19
"TRINITY_DN5206_c0_g1",56,45,124,68,12,34
"TRINITY_DN5218_c0_g1",20,43,61,12,21,9
"TRINITY_DN5256_c0_g1",42,89,38,59,28,43
"TRINITY_DN5539_c0_g1",47,60,77,42,1,15
"TRINITY_DN5559_c0_g1",14,18,8,19,9,2
"TRINITY_DN5559_c1_g1",28,31,27,23,9,13
"TRINITY_DN5548_c0_g1",293,259,422,1174,231,202
"TRINITY_DN5541_c0_g1",209,114,113,67,43,43
"TRINITY_DN5582_c0_g1",163,200,154,99,39,81
"TRINITY_DN5593_c0_g1",35,55,20,90,67,32
"TRINITY_DN5567_c0_g1",37,52,46,61,18,27
"TRINITY_DN5565_c0_g1",359,365,418,562,246,310
"TRINITY_DN5507_c0_g1",306,351,402,176,164,65
"TRINITY_DN5507_c1_g1",79,81,149,19,26,23
"TRINITY_DN5571_c0_g1",348,311,521,291,54,76
"TRINITY_DN5511_c0_g2",58,70,88,31,19,13
"TRINITY_DN5511_c0_g3",25,25,14,7,0,0
"TRINITY_DN5551_c0_g1",128,195,144,75,59,31
"TRINITY_DN5551_c1_g1",77,44,67,42,7,0
"TRINITY_DN5537_c0_g1",126,210,121,197,69,94
"TRINITY_DN5537_c1_g1",74,112,59,49,60,56
"TRINITY_DN5537_c2_g1",5,17,19,55,7,28
"TRINITY_DN5596_c0_g1",29,41,56,22,7,4
"TRINITY_DN5589_c0_g1",160,157,165,125,36,55
"TRINITY_DN5535_c0_g1",68,68,98,258,139,98
"TRINITY_DN5574_c1_g1",14,27,12,36,22,0
"TRINITY_DN5526_c0_g1",11,14,20,4,0,0
"TRINITY_DN5586_c0_g1",27,40,41,97,18,31
"TRINITY_DN5515_c0_g1",95,111,104,69,37,51
"TRINITY_DN5506_c0_g1",144,141,142,19,61,23
"TRINITY_DN5513_c0_g1",46,47,69,61,20,20
"TRINITY_DN5557_c0_g1",109,73,76,77,50,51
"TRINITY_DN5575_c0_g1",8,20,10,12,9,24
"TRINITY_DN5530_c0_g1",106,83,132,567,661,330
"TRINITY_DN5549_c0_g1",101,125,67,39,12,6
"TRINITY_DN5522_c0_g3",80,61,92,14,18,19
"TRINITY_DN5504_c0_g1",91,74,118,47,17,29
"TRINITY_DN5566_c0_g1",35,62,57,44,23,4
"TRINITY_DN5517_c1_g1",489,479,576,445,70,145
"TRINITY_DN5561_c0_g1",643,728,665,2859,625,708
"TRINITY_DN5531_c0_g1",34,33,48,28,45,30
"TRINITY_DN5591_c0_g2",21,28,15,28,16,22
"TRINITY_DN5595_c0_g1",180,256,187,296,154,110
"TRINITY_DN5552_c0_g1",95,72,102,56,26,49
"TRINITY_DN5518_c0_g1",230,161,339,214,120,92
"TRINITY_DN5523_c0_g1",238,206,131,71,65,49
"TRINITY_DN5584_c0_g2",245,227,290,142,60,106
"TRINITY_DN5512_c0_g1",308,218,201,188,34,68
"TRINITY_DN5536_c0_g1",92,73,116,32,22,22
"TRINITY_DN5536_c1_g1",155,90,90,49,0,18
"TRINITY_DN5536_c2_g1",73,81,64,31,27,37
"TRINITY_DN5524_c0_g2",636,304,105,17,4,5
"TRINITY_DN5524_c1_g1",55,14,23,21,13,7
"TRINITY_DN5547_c0_g1",187,199,146,126,28,33
"TRINITY_DN5519_c0_g1",62,82,60,42,21,25
"TRINITY_DN5519_c1_g1",90,59,83,106,60,37
"TRINITY_DN5527_c0_g1",267,200,146,78,25,42
"TRINITY_DN5554_c0_g1",200,294,185,104,75,73
"TRINITY_DN5592_c0_g1",76,105,127,69,50,57
"TRINITY_DN5585_c0_g1",46,62,56,30,23,7
"TRINITY_DN5588_c1_g1",142,159,187,80,74,48
"TRINITY_DN5564_c0_g1",80,154,91,55,36,63
"TRINITY_DN5509_c0_g1",39,52,71,52,6,15
"TRINITY_DN5545_c0_g1",215,168,166,315,363,222
"TRINITY_DN5599_c0_g1",6,12,7,6,16,13
"TRINITY_DN5597_c0_g1",70,144,116,159,36,68
"TRINITY_DN5590_c0_g1",111,117,178,209,50,34
"TRINITY_DN5508_c0_g1",596,513,500,829,716,460
"TRINITY_DN5508_c0_g3",271,391,403,142,43,92
"TRINITY_DN5556_c0_g1",199,322,125,102,94,93
"TRINITY_DN5598_c0_g1",223,115,120,68,29,29
"TRINITY_DN5538_c1_g1",281,219,560,1208,469,299
"TRINITY_DN5543_c0_g1",232,281,359,105,77,81
"TRINITY_DN6239_c0_g1",76,84,119,70,0,20
"TRINITY_DN6206_c0_g1",86,102,136,147,113,48
"TRINITY_DN6227_c0_g1",104,148,117,114,15,30
"TRINITY_DN6288_c0_g1",314,281,289,333,303,350
"TRINITY_DN6247_c0_g1",129,171,188,104,29,17
"TRINITY_DN6285_c0_g1",136,145,147,187,43,45
"TRINITY_DN6285_c1_g1",32,34,4,11,4,12
"TRINITY_DN6237_c0_g1",137,129,76,41,43,39
"TRINITY_DN6248_c0_g1",554,540,443,677,204,289
"TRINITY_DN6279_c0_g1",890,897,917,426,143,149
"TRINITY_DN6238_c0_g1",153,207,166,52,47,27
"TRINITY_DN6233_c0_g1",113,110,190,153,78,65
"TRINITY_DN6224_c0_g1",108,134,96,96,50,12
"TRINITY_DN6263_c0_g1",19,30,28,7,3,7
"TRINITY_DN6214_c0_g1",65,77,56,55,36,33
"TRINITY_DN6268_c0_g2",174,129,50,95,23,18
"TRINITY_DN6272_c0_g1",105,114,194,112,59,65
"TRINITY_DN6272_c1_g2",17,17,20,21,6,8
"TRINITY_DN6270_c0_g1",114,113,124,32,16,25
"TRINITY_DN6295_c0_g1",96,132,168,78,46,65
"TRINITY_DN6295_c0_g2",55,54,67,40,18,47
"TRINITY_DN6295_c0_g3",77,113,113,95,47,74
"TRINITY_DN6216_c0_g1",51,47,39,43,25,23
"TRINITY_DN6258_c0_g1",66,81,36,90,32,59
"TRINITY_DN6257_c0_g1",311,279,380,403,346,141
"TRINITY_DN6269_c0_g1",93,73,132,88,54,41
"TRINITY_DN6215_c0_g3",97,62,62,35,30,20
"TRINITY_DN6278_c0_g1",32,38,28,21,17,10
"TRINITY_DN6229_c0_g1",115,104,136,104,91,45
"TRINITY_DN6229_c1_g1",138,118,161,168,67,64
"TRINITY_DN6229_c2_g1",14,18,25,19,4,7
"TRINITY_DN6229_c4_g1",40,27,72,29,7,30
"TRINITY_DN6204_c0_g1",154,234,258,145,66,84
"TRINITY_DN6204_c1_g1",37,36,52,46,8,22
"TRINITY_DN6253_c0_g1",44,30,72,51,18,7
"TRINITY_DN6228_c0_g1",60,84,69,168,100,65
"TRINITY_DN6287_c0_g2",8,23,15,11,14,13
"TRINITY_DN6255_c0_g1",84,111,118,34,15,12
"TRINITY_DN6213_c0_g1",50,33,34,22,20,19
"TRINITY_DN6284_c0_g1",130,105,112,155,89,93
"TRINITY_DN6251_c0_g1",634,629,689,444,227,197
"TRINITY_DN6299_c0_g1",384,632,534,664,171,152
"TRINITY_DN6201_c0_g1",28,28,40,33,16,28
"TRINITY_DN6205_c1_g1",62,94,122,72,25,15
"TRINITY_DN6205_c3_g1",10,20,13,11,0,4
"TRINITY_DN6289_c0_g1",147,181,157,761,208,307
"TRINITY_DN6230_c0_g1",118,68,80,124,74,49
"TRINITY_DN6240_c0_g1",102,53,72,43,25,9
"TRINITY_DN6240_c2_g1",198,258,274,188,60,98
"TRINITY_DN6297_c0_g1",712,892,1116,418,252,280
"TRINITY_DN6222_c0_g1",272,299,352,190,78,98
"TRINITY_DN6281_c0_g1",18,51,49,27,14,23
"TRINITY_DN6241_c0_g1",131,120,257,148,23,21
"TRINITY_DN6267_c0_g1",36,40,29,18,4,6
"TRINITY_DN6249_c0_g1",255,302,334,428,152,201
"TRINITY_DN6256_c1_g1",122,147,153,92,67,68
"TRINITY_DN6256_c4_g1",34,60,68,45,0,5
"TRINITY_DN6274_c0_g1",149,176,213,92,75,78
"TRINITY_DN6211_c0_g1",86,128,81,54,41,52
"TRINITY_DN6226_c0_g1",251,368,414,298,84,133
"TRINITY_DN6291_c0_g1",100,153,215,247,116,105
"TRINITY_DN6218_c0_g1",35,42,37,34,15,18
"TRINITY_DN6280_c0_g1",52,31,80,32,14,13
"TRINITY_DN6221_c0_g1",39,88,63,33,33,28
"TRINITY_DN6273_c0_g1",55,23,49,11,31,25
"TRINITY_DN6217_c0_g1",29,64,96,80,52,24
"TRINITY_DN6236_c0_g1",98,91,72,100,49,31
"TRINITY_DN6250_c0_g2",1232,1162,1390,985,510,410
"TRINITY_DN6223_c0_g1",32,49,34,6,7,8
"TRINITY_DN6209_c0_g1",69,104,86,19,16,26
"TRINITY_DN6225_c0_g1",320,403,430,345,150,159
"TRINITY_DN6225_c1_g1",0,0,0,55,134,101
"TRINITY_DN6427_c0_g1",409,346,377,503,263,193
"TRINITY_DN6487_c0_g1",168,102,194,371,122,85
"TRINITY_DN6483_c0_g1",1309,1256,1530,1052,634,543
"TRINITY_DN6423_c0_g1",259,203,259,489,516,425
"TRINITY_DN6466_c0_g1",42,28,19,9,8,15
"TRINITY_DN6435_c1_g1",37,39,40,47,18,9
"TRINITY_DN6439_c0_g1",237,216,248,227,63,49
"TRINITY_DN6430_c0_g2",29,32,36,10,14,15
"TRINITY_DN6481_c0_g1",53,46,39,24,14,8
"TRINITY_DN6400_c0_g1",81,76,90,74,39,47
"TRINITY_DN6454_c0_g1",134,142,121,65,57,50
"TRINITY_DN6412_c0_g1",81,64,115,52,42,59
"TRINITY_DN6473_c0_g1",202,208,168,137,74,87
"TRINITY_DN6443_c0_g1",111,87,74,78,23,60
"TRINITY_DN6446_c0_g1",116,64,158,112,28,28
"TRINITY_DN6450_c0_g1",82,85,99,24,14,22
"TRINITY_DN6447_c0_g1",172,175,211,74,47,61
"TRINITY_DN6492_c0_g1",38,48,64,14,26,12
"TRINITY_DN6457_c0_g1",75,135,108,113,30,25
"TRINITY_DN6467_c0_g1",165,141,80,73,45,47
"TRINITY_DN6467_c1_g1",113,145,187,126,43,49
"TRINITY_DN6410_c0_g1",288,344,291,277,117,105
"TRINITY_DN6405_c0_g1",448,245,446,730,326,350
"TRINITY_DN6494_c0_g1",98,80,107,52,44,14
"TRINITY_DN6459_c0_g1",76,66,76,54,19,13
"TRINITY_DN6415_c0_g1",182,138,94,80,27,43
"TRINITY_DN6472_c0_g1",131,184,133,76,70,66
"TRINITY_DN6496_c0_g1",171,187,246,286,123,84
"TRINITY_DN6434_c1_g1",16,25,19,23,11,4
"TRINITY_DN6434_c2_g1",76,96,97,116,46,80
"TRINITY_DN6486_c0_g1",722,649,484,177,283,198
"TRINITY_DN6489_c0_g1",1404,828,852,983,370,399
"TRINITY_DN6495_c0_g1",144,147,135,64,145,91
"TRINITY_DN6474_c0_g1",112,186,213,195,77,77
"TRINITY_DN6461_c0_g1",10,14,29,13,12,13
"TRINITY_DN6448_c0_g1",60,52,37,8,7,19
"TRINITY_DN6464_c0_g1",227,217,308,415,202,167
"TRINITY_DN6407_c0_g1",158,140,93,147,104,65
"TRINITY_DN6407_c1_g2",58,49,45,261,86,85
"TRINITY_DN6407_c2_g1",32,39,52,41,11,7
"TRINITY_DN6407_c4_g1",42,72,55,17,24,17
"TRINITY_DN6407_c5_g1",12,17,18,28,0,10
"TRINITY_DN6471_c0_g1",218,216,266,255,129,85
"TRINITY_DN6442_c4_g1",11,12,8,19,4,2
"TRINITY_DN6406_c0_g1",290,254,452,351,74,72
"TRINITY_DN6406_c1_g1",23,12,11,12,3,0
"TRINITY_DN6453_c0_g1",918,975,646,20,0,0
"TRINITY_DN6413_c1_g1",39,46,37,56,22,28
"TRINITY_DN6408_c0_g1",91,88,86,110,63,15
"TRINITY_DN6402_c0_g2",127,149,241,204,57,57
"TRINITY_DN6497_c0_g1",57,65,78,40,29,12
"TRINITY_DN6409_c0_g1",93,130,138,171,56,57
"TRINITY_DN6456_c2_g1",61,134,120,91,13,25
"TRINITY_DN6445_c0_g1",62,60,60,29,5,19
"TRINITY_DN6452_c0_g1",51,69,78,36,33,28
"TRINITY_DN6498_c0_g1",67,61,94,46,5,38
"TRINITY_DN6498_c0_g2",16,16,20,23,13,5
"TRINITY_DN6465_c0_g1",65,49,127,30,39,29
"TRINITY_DN6465_c1_g1",16,23,43,17,9,20
"TRINITY_DN6465_c4_g1",122,91,77,29,5,20
"TRINITY_DN6477_c0_g1",563,481,513,368,217,195
"TRINITY_DN6488_c0_g1",182,130,164,26,22,33
"TRINITY_DN6420_c0_g1",38,19,21,19,0,7
"TRINITY_DN6484_c0_g1",1715,2527,2863,3935,935,1284
"TRINITY_DN6485_c0_g1",38,52,73,41,13,11
"TRINITY_DN6485_c1_g1",45,62,73,23,26,14
"TRINITY_DN6479_c0_g1",105,91,50,155,49,58
"TRINITY_DN6414_c0_g1",406,437,277,198,88,121
"TRINITY_DN6482_c0_g2",80,107,96,48,45,40
"TRINITY_DN6416_c0_g1",16,23,5,9,3,11
"TRINITY_DN6403_c0_g1",94,154,213,315,149,160
"TRINITY_DN6606_c1_g2",44,43,72,95,21,34
"TRINITY_DN6606_c1_g3",14,13,11,28,10,6
"TRINITY_DN6625_c0_g1",228,195,180,610,269,233
"TRINITY_DN6686_c0_g1",87,53,45,19,11,11
"TRINITY_DN6697_c0_g1",199,177,161,176,169,77
"TRINITY_DN6684_c0_g1",64,41,53,32,14,10
"TRINITY_DN6659_c1_g1",25,20,19,27,2,15
"TRINITY_DN6698_c0_g2",30,57,58,39,8,14
"TRINITY_DN6626_c0_g2",11,22,20,30,7,11
"TRINITY_DN6646_c1_g1",73,66,63,37,15,20
"TRINITY_DN6631_c0_g1",141,173,117,135,70,91
"TRINITY_DN6694_c0_g1",144,143,161,119,49,29
"TRINITY_DN6650_c0_g1",532,511,571,374,292,239
"TRINITY_DN6639_c0_g1",2105,2126,1773,287,271,236
"TRINITY_DN6615_c0_g1",25,32,51,15,7,6
"TRINITY_DN6616_c0_g1",29,42,33,15,10,6
"TRINITY_DN6699_c0_g1",24,36,38,59,12,24
"TRINITY_DN6666_c0_g1",40,13,39,8,0,16
"TRINITY_DN6672_c0_g1",22,35,58,51,9,12
"TRINITY_DN6655_c0_g1",6,14,16,36,4,7
"TRINITY_DN6669_c0_g1",232,127,199,280,255,105
"TRINITY_DN6635_c0_g1",68,74,76,34,11,12
"TRINITY_DN6600_c0_g1",319,387,382,702,215,144
"TRINITY_DN6604_c0_g1",297,292,319,470,317,228
"TRINITY_DN6604_c0_g2",33,59,65,19,8,11
"TRINITY_DN6604_c1_g1",401,657,683,600,156,180
"TRINITY_DN6604_c1_g2",17,23,36,37,7,6
"TRINITY_DN6665_c0_g1",21,30,24,17,0,10
"TRINITY_DN6685_c0_g1",85,95,116,48,27,34
"TRINITY_DN6643_c0_g1",59,57,82,21,18,6
"TRINITY_DN6651_c0_g1",405,467,747,897,399,246
"TRINITY_DN6651_c1_g1",16,41,12,16,0,8
"TRINITY_DN6651_c2_g2",51,48,68,25,15,25
"TRINITY_DN6680_c0_g1",321,371,450,264,93,106
"TRINITY_DN6689_c0_g1",137,94,115,501,556,296
"TRINITY_DN6612_c0_g1",162,124,116,112,60,43
"TRINITY_DN6663_c0_g1",51,76,89,15,15,9
"TRINITY_DN6617_c0_g1",943,1310,2058,5410,3562,1704
"TRINITY_DN6644_c0_g1",176,257,250,1618,662,464
"TRINITY_DN6648_c0_g1",88,46,91,95,59,43
"TRINITY_DN6687_c0_g1",1120,1072,1705,486,226,234
"TRINITY_DN6614_c0_g1",167,136,142,166,68,72
"TRINITY_DN6636_c0_g1",32,35,41,27,10,27
"TRINITY_DN6636_c1_g1",335,195,197,136,53,103
"TRINITY_DN6636_c2_g1",54,99,85,83,15,27
"TRINITY_DN6636_c2_g2",14,15,17,13,2,4
"TRINITY_DN6628_c0_g2",217,292,384,922,262,237
"TRINITY_DN6608_c0_g1",200,168,206,132,39,37
"TRINITY_DN6645_c0_g1",88,75,99,186,139,57
"TRINITY_DN6618_c0_g1",133,157,120,70,92,61
"TRINITY_DN6678_c0_g1",80,88,45,32,6,11
"TRINITY_DN6621_c0_g1",66,66,98,124,92,66
"TRINITY_DN6654_c0_g1",351,263,349,197,47,71
"TRINITY_DN6664_c0_g1",608,614,504,361,274,285
"TRINITY_DN6664_c0_g2",36,50,88,30,12,29
"TRINITY_DN6605_c0_g1",159,164,138,86,66,34
"TRINITY_DN6622_c0_g1",234,357,306,121,102,62
"TRINITY_DN6637_c0_g1",64,39,21,21,7,10
"TRINITY_DN6601_c0_g1",8,44,11,28,4,12
"TRINITY_DN6601_c1_g1",19,19,12,17,8,10
"TRINITY_DN6627_c0_g1",52,58,71,34,54,33
"TRINITY_DN6653_c0_g1",96,103,110,59,13,41
"TRINITY_DN6690_c0_g1",10,4,41,16,11,2
"TRINITY_DN6611_c0_g2",85,83,133,67,32,24
"TRINITY_DN6623_c0_g1",61,74,28,13,16,9
"TRINITY_DN6623_c1_g1",193,239,263,182,63,74
"TRINITY_DN6603_c0_g1",35,14,49,14,6,12
"TRINITY_DN6657_c0_g2",20,29,21,83,45,27
"TRINITY_DN6634_c0_g1",96,78,110,83,49,39
"TRINITY_DN7209_c0_g1",56,64,121,295,222,132
"TRINITY_DN7209_c1_g1",611,470,539,618,251,227
"TRINITY_DN7255_c0_g1",139,221,174,152,116,94
"TRINITY_DN7207_c0_g1",50,54,124,115,27,51
"TRINITY_DN7298_c0_g1",155,239,173,834,603,335
"TRINITY_DN7210_c0_g1",13,35,27,53,29,25
"TRINITY_DN7258_c0_g1",27,25,39,16,0,8
"TRINITY_DN7297_c0_g1",72,52,33,68,20,15
"TRINITY_DN7282_c0_g1",20,10,34,26,8,6
"TRINITY_DN7213_c0_g1",282,509,215,345,144,178
"TRINITY_DN7202_c0_g1",3639,4295,2984,1263,2344,1709
"TRINITY_DN7202_c0_g2",12,21,12,8,0,1
"TRINITY_DN7205_c0_g1",515,546,428,401,217,250
"TRINITY_DN7270_c0_g1",42,57,61,237,115,131
"TRINITY_DN7249_c0_g1",89,68,108,76,11,29
"TRINITY_DN7224_c0_g1",95,118,119,117,32,58
"TRINITY_DN7288_c0_g1",64,35,60,15,0,0
"TRINITY_DN7233_c0_g1",0,2,11,11,4,14
"TRINITY_DN7203_c0_g1",15,24,28,33,3,12
"TRINITY_DN7203_c1_g2",59,57,42,36,2,19
"TRINITY_DN7227_c0_g1",48,92,134,68,16,19
"TRINITY_DN7200_c0_g2",69,29,27,171,22,39
"TRINITY_DN7200_c1_g1",47,108,75,141,21,40
"TRINITY_DN7200_c3_g1",75,50,49,36,21,28
"TRINITY_DN7292_c0_g1",197,163,197,310,76,106
"TRINITY_DN7232_c0_g1",71,134,87,43,18,45
"TRINITY_DN7232_c1_g1",28,49,37,30,8,4
"TRINITY_DN7241_c0_g1",226,221,320,237,82,102
"TRINITY_DN7261_c0_g1",56,68,36,17,0,0
"TRINITY_DN7289_c0_g1",422,469,459,1718,586,555
"TRINITY_DN7278_c0_g2",85,72,105,180,155,131
"TRINITY_DN7231_c0_g1",117,123,161,53,18,26
"TRINITY_DN7215_c0_g2",23,5,17,17,19,9
"TRINITY_DN7250_c0_g1",150,171,208,173,102,87
"TRINITY_DN7264_c0_g1",4,33,26,21,12,13
"TRINITY_DN7256_c0_g1",35,17,19,13,6,16
"TRINITY_DN7256_c2_g1",104,98,114,82,38,26
"TRINITY_DN7279_c0_g1",1117,1333,1379,1168,503,446
"TRINITY_DN7219_c0_g1",272,197,318,417,85,83
"TRINITY_DN7235_c1_g1",111,43,70,75,27,36
"TRINITY_DN7208_c0_g1",83,45,41,28,19,13
"TRINITY_DN7296_c0_g1",115,86,99,117,49,45
"TRINITY_DN7239_c0_g1",147,71,104,34,33,29
"TRINITY_DN7272_c0_g1",396,393,319,166,80,141
"TRINITY_DN7272_c0_g3",20,29,26,12,2,1
"TRINITY_DN7257_c0_g1",100,75,76,56,23,69
"TRINITY_DN7229_c0_g1",74,67,84,82,19,36
"TRINITY_DN7263_c0_g1",217,175,220,138,105,107
"TRINITY_DN7260_c0_g2",319,216,455,208,273,252
"TRINITY_DN7223_c0_g1",13,40,20,34,14,13
"TRINITY_DN7230_c0_g1",76,108,95,69,29,45
"TRINITY_DN7236_c0_g1",45,48,65,44,20,25
"TRINITY_DN7234_c0_g1",161,204,144,194,154,121
"TRINITY_DN7238_c0_g1",653,719,681,301,291,294
"TRINITY_DN7299_c0_g1",38,44,56,35,21,12
"TRINITY_DN7299_c0_g2",38,51,69,36,15,22
"TRINITY_DN7299_c1_g1",32,22,15,21,8,22
"TRINITY_DN7299_c2_g1",62,47,15,7,8,9
"TRINITY_DN7290_c0_g1",263,246,288,661,240,143
"TRINITY_DN7277_c0_g1",261,183,110,68,24,35
"TRINITY_DN7277_c1_g1",149,106,136,388,184,147
"TRINITY_DN7242_c0_g1",58,40,36,6,3,9
"TRINITY_DN7212_c0_g1",30,24,44,18,18,16
"TRINITY_DN7266_c0_g1",195,223,282,360,89,97
"TRINITY_DN7251_c0_g1",66,40,75,47,42,51
"TRINITY_DN7293_c0_g1",156,156,202,111,33,9
"TRINITY_DN7267_c0_g1",290,299,273,306,224,216
"TRINITY_DN7237_c0_g1",154,145,147,171,90,68
"TRINITY_DN7253_c0_g1",45,44,51,30,37,12
"TRINITY_DN7265_c0_g1",20,25,22,7,0,3
"TRINITY_DN7295_c0_g1",525,507,580,615,345,266
"TRINITY_DN7252_c0_g1",725,725,893,1021,341,328
"TRINITY_DN7294_c0_g1",209,167,141,135,29,67
"TRINITY_DN7222_c0_g1",61,31,38,21,21,12
"TRINITY_DN7218_c0_g1",176,135,143,70,27,34
"TRINITY_DN7218_c0_g2",89,144,173,81,10,14
"TRINITY_DN7412_c0_g1",270,306,206,216,64,74
"TRINITY_DN7428_c0_g1",85,54,115,18,61,36
"TRINITY_DN7446_c0_g1",62,32,44,44,23,17
"TRINITY_DN7451_c0_g1",42,44,43,2,0,11
"TRINITY_DN7407_c0_g1",105,153,152,63,10,15
"TRINITY_DN7488_c0_g1",72,65,77,28,19,8
