"","260","261","262","248","249","250"
"TRINITY_DN133705_c0_g1",38,40,51,62,17,18
"TRINITY_DN133640_c0_g1",21,32,59,44,8,6
"TRINITY_DN133786_c0_g1",61,51,95,33,10,12
"TRINITY_DN133900_c0_g1",952,956,883,803,390,472
"TRINITY_DN134293_c0_g1",15,10,13,21,4,18
"TRINITY_DN134234_c0_g2",37,14,65,76,14,30
"TRINITY_DN135022_c1_g1",14,15,13,20,6,0
"TRINITY_DN135196_c0_g1",22,9,19,14,0,7
"TRINITY_DN135160_c0_g2",19,14,28,52,12,19
"TRINITY_DN135113_c0_g2",17,6,21,32,12,5
"TRINITY_DN135251_c0_g2",14,6,17,19,12,21
"TRINITY_DN135611_c0_g1",102,104,112,40,28,33
"TRINITY_DN135699_c0_g2",25,29,21,2,24,4
"TRINITY_DN135740_c0_g1",14,24,11,99,96,34
"TRINITY_DN137914_c0_g1",1,13,26,6,13,19
"TRINITY_DN139495_c0_g1",45,53,29,21,12,12
"TRINITY_DN139718_c0_g1",21,18,25,26,14,6
"TRINITY_DN139754_c0_g1",141,136,223,224,120,142
"TRINITY_DN139775_c0_g1",67,79,90,43,20,11
"TRINITY_DN141343_c4_g1",18,24,11,16,34,38
"TRINITY_DN142169_c0_g1",87,78,63,117,73,83
"TRINITY_DN143615_c0_g1",22,28,25,45,5,10
"TRINITY_DN145340_c0_g1",61,91,133,168,35,26
"TRINITY_DN145383_c1_g1",18,12,12,61,52,71
"TRINITY_DN145713_c0_g1",23,61,57,126,23,26
"TRINITY_DN146195_c0_g1",23,18,17,65,70,99
"TRINITY_DN146211_c0_g1",57,46,56,16,13,30
"TRINITY_DN146189_c0_g1",36,42,52,99,43,42
"TRINITY_DN146607_c0_g2",103,45,98,92,48,34
"TRINITY_DN146631_c0_g1",13,22,15,43,5,0
"TRINITY_DN147155_c0_g1",34,26,20,8,2,8
"TRINITY_DN147161_c0_g2",50,16,18,4,4,0
"TRINITY_DN147953_c0_g2",18,29,34,70,4,22
"TRINITY_DN147938_c0_g2",34,32,62,61,22,3
"TRINITY_DN147938_c0_g3",27,8,32,12,0,1
"TRINITY_DN148386_c0_g1",9,13,31,44,7,9
"TRINITY_DN148470_c0_g1",24,38,4,22,35,32
"TRINITY_DN149426_c0_g1",19,9,27,55,8,10
"TRINITY_DN149948_c0_g1",114,123,305,300,54,65
"TRINITY_DN150974_c0_g1",12,9,15,19,4,10
"TRINITY_DN151225_c0_g1",178,242,455,128,52,40
"TRINITY_DN151454_c0_g1",15,25,53,23,33,14
"TRINITY_DN151454_c2_g1",10,22,30,38,3,3
"TRINITY_DN151604_c0_g1",41,32,15,25,12,2
"TRINITY_DN152361_c0_g1",47,43,37,46,30,18
"TRINITY_DN152873_c0_g2",18,11,51,16,2,2
"TRINITY_DN154100_c0_g1",8,9,8,39,17,15
"TRINITY_DN154028_c0_g1",9,12,4,70,15,28
"TRINITY_DN154077_c0_g1",40,32,62,30,7,6
"TRINITY_DN154616_c1_g2",6,20,16,14,10,20
"TRINITY_DN154638_c1_g1",61,17,25,45,23,26
"TRINITY_DN155922_c0_g2",104,56,123,19,6,5
"TRINITY_DN155976_c0_g2",27,28,28,25,7,11
"TRINITY_DN157595_c0_g1",119,133,157,112,24,43
"TRINITY_DN158878_c0_g1",16,31,20,3,4,6
"TRINITY_DN159978_c0_g1",13,14,32,22,6,6
"TRINITY_DN160108_c0_g2",22,23,26,0,6,0
"TRINITY_DN160067_c0_g1",18,15,8,80,35,26
"TRINITY_DN166874_c1_g1",27,29,6,26,4,6
"TRINITY_DN166869_c0_g1",15,19,12,40,9,13
"TRINITY_DN166944_c0_g1",14,15,10,11,8,0
"TRINITY_DN167089_c0_g1",45,27,59,0,2,0
"TRINITY_DN167205_c0_g1",4,22,32,13,17,6
"TRINITY_DN168558_c0_g2",7,12,14,15,0,14
"TRINITY_DN168544_c0_g2",17,18,17,6,8,4
"TRINITY_DN168587_c0_g1",66,41,62,45,9,14
"TRINITY_DN168744_c0_g2",52,29,27,5,0,8
"TRINITY_DN169344_c1_g4",24,14,13,0,0,0
"TRINITY_DN169682_c0_g1",91,69,50,86,12,5
"TRINITY_DN170058_c0_g3",801,769,1105,869,455,415
"TRINITY_DN170282_c0_g1",178,308,321,107,47,48
"TRINITY_DN170294_c0_g2",15,11,7,29,2,2
"TRINITY_DN170486_c0_g2",8,7,15,14,2,13
"TRINITY_DN170619_c0_g1",25,3,3,26,22,10
"TRINITY_DN170681_c0_g3",5,21,43,14,19,25
"TRINITY_DN170866_c0_g1",32,10,31,16,13,8
"TRINITY_DN172010_c0_g1",13,15,23,0,0,4
"TRINITY_DN172546_c0_g1",47,81,60,417,348,294
"TRINITY_DN173771_c0_g1",32,74,44,46,18,20
"TRINITY_DN174441_c0_g1",14,11,9,20,4,11
"TRINITY_DN174832_c0_g1",11,24,10,25,4,13
"TRINITY_DN175378_c1_g1",70,82,95,68,80,66
"TRINITY_DN175417_c0_g1",26,34,15,12,12,22
"TRINITY_DN178055_c0_g1",307,271,312,149,98,73
"TRINITY_DN178116_c1_g1",15,13,27,42,6,2
"TRINITY_DN181141_c0_g1",32,40,20,18,12,9
"TRINITY_DN181786_c0_g1",569,480,745,962,352,340
"TRINITY_DN181835_c0_g1",12,5,12,36,9,5
"TRINITY_DN181896_c0_g3",34,23,15,62,33,17
"TRINITY_DN181840_c0_g1",19,24,12,45,11,11
"TRINITY_DN182455_c0_g1",23,12,17,8,0,4
"TRINITY_DN182484_c1_g2",101,96,71,35,24,28
"TRINITY_DN183741_c0_g3",30,15,23,2,5,0
"TRINITY_DN185599_c0_g2",17,16,13,16,4,4
"TRINITY_DN186259_c0_g1",28,19,38,48,10,31
"TRINITY_DN187708_c0_g1",58,46,31,23,13,5
"TRINITY_DN187820_c0_g2",14,29,45,27,0,12
"TRINITY_DN191154_c0_g1",96,154,143,246,116,164
"TRINITY_DN191475_c0_g1",13,11,46,18,14,8
"TRINITY_DN195534_c0_g1",8,17,3,14,17,4
"TRINITY_DN196926_c0_g1",24,28,27,75,21,19
"TRINITY_DN197121_c1_g1",62,43,90,131,76,56
"TRINITY_DN197393_c0_g1",1084,1255,1412,750,345,304
"TRINITY_DN198325_c0_g1",17,45,29,0,0,0
"TRINITY_DN199456_c0_g1",55,52,24,22,13,16
"TRINITY_DN199509_c1_g3",119,90,74,50,11,17
"TRINITY_DN199797_c0_g1",22,19,10,14,6,11
"TRINITY_DN100335_c0_g1",25,21,16,27,20,24
"TRINITY_DN100395_c0_g1",24,21,11,4,0,13
"TRINITY_DN100553_c0_g1",2,0,3,192,224,127
"TRINITY_DN100553_c0_g2",8,2,4,542,977,396
"TRINITY_DN100517_c1_g1",10,12,21,50,0,0
"TRINITY_DN100564_c0_g1",11,10,20,55,18,55
"TRINITY_DN100576_c1_g1",48,58,63,71,34,31
"TRINITY_DN101478_c0_g1",144,125,295,141,71,39
"TRINITY_DN101429_c1_g1",43,49,64,201,82,42
"TRINITY_DN101633_c3_g1",23,25,53,46,30,17
"TRINITY_DN101916_c0_g1",32,36,30,2,0,0
"TRINITY_DN101933_c0_g1",21,13,19,5,0,4
"TRINITY_DN101948_c0_g1",55,47,65,78,45,33
"TRINITY_DN102175_c1_g1",7,22,29,26,10,3
"TRINITY_DN102237_c0_g1",45,56,46,6,9,6
"TRINITY_DN103060_c0_g1",12,13,13,56,4,4
"TRINITY_DN103014_c0_g1",21,40,37,3,0,0
"TRINITY_DN104316_c0_g1",27,17,23,13,9,9
"TRINITY_DN104606_c0_g2",17,27,39,88,4,32
"TRINITY_DN104546_c0_g2",15,21,13,27,2,0
"TRINITY_DN104577_c0_g1",70,45,67,71,20,13
"TRINITY_DN104957_c0_g1",123,108,94,78,24,21
"TRINITY_DN105519_c0_g1",21,16,16,11,7,3
"TRINITY_DN105555_c0_g1",79,57,97,43,10,11
"TRINITY_DN105828_c0_g1",0,11,12,38,0,7
"TRINITY_DN105892_c0_g1",140,219,151,273,35,80
"TRINITY_DN105812_c0_g1",8,14,20,15,4,2
"TRINITY_DN107992_c0_g1",26,27,10,31,4,8
"TRINITY_DN109165_c0_g1",40,31,52,33,17,20
"TRINITY_DN109165_c0_g2",95,99,86,64,33,36
"TRINITY_DN110457_c0_g1",170,102,227,311,97,108
"TRINITY_DN110510_c0_g1",11,25,8,25,4,0
"TRINITY_DN111111_c0_g1",16,28,22,39,11,21
"TRINITY_DN111172_c0_g1",22,24,17,17,0,12
"TRINITY_DN111177_c0_g1",3,30,6,27,16,17
"TRINITY_DN111523_c0_g1",23,35,32,29,12,6
"TRINITY_DN113017_c1_g1",68,70,61,21,28,42
"TRINITY_DN113043_c0_g1",34,31,47,30,11,26
"TRINITY_DN114130_c0_g1",26,24,35,14,13,6
"TRINITY_DN114145_c0_g1",28,34,57,135,63,71
"TRINITY_DN114145_c0_g3",45,18,24,68,31,19
"TRINITY_DN115308_c0_g1",148,169,282,160,165,93
"TRINITY_DN116156_c0_g1",114,114,100,84,20,21
"TRINITY_DN116268_c0_g1",20,2,9,14,14,11
"TRINITY_DN116445_c0_g1",20,39,35,25,4,12
"TRINITY_DN116492_c0_g1",73,111,95,186,41,31
"TRINITY_DN116935_c1_g2",32,38,14,8,53,28
"TRINITY_DN116958_c0_g1",60,75,124,54,27,28
"TRINITY_DN117384_c0_g1",12,34,15,20,10,0
"TRINITY_DN117384_c3_g1",3,2,21,18,0,11
"TRINITY_DN117326_c0_g1",26,46,92,69,12,13
"TRINITY_DN118547_c0_g1",35,5,35,28,21,16
"TRINITY_DN118899_c0_g1",823,556,931,867,784,591
"TRINITY_DN118976_c0_g2",25,49,103,55,24,18
"TRINITY_DN119820_c0_g1",270,259,397,151,89,43
"TRINITY_DN119959_c1_g1",13,39,21,17,0,0
"TRINITY_DN119926_c1_g1",8,8,26,11,12,4
"TRINITY_DN120152_c0_g1",10,19,26,40,6,10
"TRINITY_DN120152_c1_g1",13,6,0,22,2,20
"TRINITY_DN120661_c0_g1",17,9,15,25,17,10
"TRINITY_DN120698_c5_g1",26,25,28,17,20,8
"TRINITY_DN120671_c1_g1",115,139,98,35,16,17
"TRINITY_DN120682_c0_g2",11,34,8,6,0,20
"TRINITY_DN122087_c1_g1",17,22,21,83,24,14
"TRINITY_DN122100_c1_g1",9,25,22,4,27,10
"TRINITY_DN122107_c0_g1",16,48,41,18,2,2
"TRINITY_DN122498_c0_g1",1,0,5,44,28,15
"TRINITY_DN123138_c0_g2",30,26,25,82,45,29
"TRINITY_DN123907_c0_g1",21,6,28,13,4,6
"TRINITY_DN124693_c1_g1",67,60,105,73,22,22
"TRINITY_DN124928_c0_g1",10,24,15,27,37,45
"TRINITY_DN126619_c0_g1",80,73,89,17,52,19
"TRINITY_DN126927_c0_g2",26,20,8,14,17,11
"TRINITY_DN126964_c0_g1",42,28,116,159,23,21
"TRINITY_DN127423_c0_g1",461,451,404,563,181,198
"TRINITY_DN127448_c0_g3",14,13,17,37,6,13
"TRINITY_DN127465_c0_g1",89,63,61,68,27,44
"TRINITY_DN127802_c0_g1",90,132,144,99,74,79
"TRINITY_DN127823_c0_g1",15,4,37,18,0,0
"TRINITY_DN128601_c0_g1",15,7,21,7,6,12
"TRINITY_DN128529_c1_g1",1051,914,1372,1045,469,429
"TRINITY_DN129945_c0_g1",11,16,12,0,10,3
"TRINITY_DN130061_c0_g1",40,45,53,22,13,5
"TRINITY_DN130809_c0_g1",3,14,17,21,0,11
"TRINITY_DN130750_c0_g1",32,49,18,26,19,20
"TRINITY_DN130793_c0_g1",16,22,21,13,8,0
"TRINITY_DN131242_c0_g1",7,26,27,19,2,10
"TRINITY_DN131960_c0_g1",2084,4169,4366,2793,1075,961
"TRINITY_DN132021_c0_g1",119,83,140,117,9,46
"TRINITY_DN132994_c0_g3",46,37,37,16,4,9
"TRINITY_DN133085_c0_g1",28,37,39,34,2,4
"TRINITY_DN133505_c0_g1",547,660,686,532,134,159
"TRINITY_DN134393_c0_g1",38,23,8,36,68,32
"TRINITY_DN134398_c0_g1",9,36,12,3,10,12
"TRINITY_DN134985_c0_g1",13,21,33,27,17,20
"TRINITY_DN137136_c0_g1",62,50,70,52,18,21
"TRINITY_DN137126_c0_g1",318,408,248,169,445,368
"TRINITY_DN137746_c0_g1",11,10,31,14,0,5
"TRINITY_DN137783_c0_g1",18,9,14,13,16,19
"TRINITY_DN138470_c2_g1",11,27,20,22,1,12
"TRINITY_DN138683_c1_g1",31,35,48,22,14,3
"TRINITY_DN138705_c0_g1",151,153,177,74,50,62
"TRINITY_DN138674_c0_g1",469,452,492,1342,454,572
"TRINITY_DN138978_c0_g2",36,20,40,132,27,31
"TRINITY_DN140203_c0_g1",22,46,22,53,41,24
"TRINITY_DN140520_c0_g1",22,21,13,8,5,2
"TRINITY_DN140520_c2_g2",11,27,3,14,0,4
"TRINITY_DN140576_c0_g1",67,93,78,245,71,59
"TRINITY_DN140535_c0_g2",43,71,21,40,33,18
"TRINITY_DN141504_c0_g1",23,19,32,46,19,6
"TRINITY_DN141504_c1_g1",134,101,99,248,96,74
"TRINITY_DN141504_c1_g2",18,29,15,56,10,48
"TRINITY_DN141504_c1_g3",19,26,12,70,7,19
"TRINITY_DN142437_c1_g1",8,12,15,185,172,77
"TRINITY_DN142961_c0_g1",27,8,28,15,2,11
"TRINITY_DN147009_c0_g1",23,13,8,42,12,2
"TRINITY_DN147302_c0_g1",29,19,29,3,0,0
"TRINITY_DN148076_c0_g4",27,51,34,18,16,4
"TRINITY_DN148074_c0_g2",8,17,20,17,14,6
"TRINITY_DN148038_c0_g1",23,23,56,19,0,2
"TRINITY_DN149383_c0_g1",50,44,57,68,25,40
"TRINITY_DN149314_c0_g2",15,25,36,37,4,0
"TRINITY_DN151375_c0_g1",36,100,28,90,42,64
"TRINITY_DN151346_c0_g2",36,94,96,249,43,67
"TRINITY_DN151317_c0_g1",18,11,11,12,3,1
"TRINITY_DN151861_c0_g1",28,12,41,52,14,14
"TRINITY_DN152084_c1_g1",43,16,24,0,7,0
"TRINITY_DN153622_c0_g1",14,15,47,2,0,0
"TRINITY_DN153985_c0_g2",67,63,67,34,2,8
"TRINITY_DN154879_c0_g1",21,42,61,8,2,17
"TRINITY_DN154971_c0_g2",4,10,12,67,94,37
"TRINITY_DN156600_c0_g1",14,28,26,18,8,6
"TRINITY_DN157176_c0_g1",22,50,51,25,3,24
"TRINITY_DN159372_c0_g1",9,13,10,15,18,0
"TRINITY_DN159372_c0_g2",14,11,21,4,27,11
"TRINITY_DN159428_c1_g2",25,21,12,11,0,3
"TRINITY_DN161201_c0_g1",18,22,10,32,16,10
"TRINITY_DN162435_c0_g2",14,33,42,53,10,17
"TRINITY_DN162862_c0_g1",21,15,55,3,0,0
"TRINITY_DN162821_c0_g2",68,48,73,12,23,8
"TRINITY_DN164247_c0_g1",20,10,18,0,14,15
"TRINITY_DN164727_c0_g1",121,128,259,136,51,7
"TRINITY_DN168915_c0_g1",10,6,13,20,11,0
"TRINITY_DN169000_c1_g1",21,42,34,7,9,0
"TRINITY_DN169522_c0_g1",8,13,12,14,8,4
"TRINITY_DN171605_c0_g1",20,18,30,8,13,17
"TRINITY_DN172688_c1_g1",40,42,71,144,29,14
"TRINITY_DN174170_c0_g4",24,16,14,64,20,31
"TRINITY_DN174931_c1_g1",22,25,65,197,73,76
"TRINITY_DN176181_c0_g1",77,37,235,89,34,35
"TRINITY_DN176188_c0_g1",43,27,35,22,8,17
"TRINITY_DN176188_c1_g1",14,8,28,23,26,16
"TRINITY_DN176292_c0_g1",4,12,13,23,2,15
"TRINITY_DN177116_c0_g1",73,46,68,9,15,12
"TRINITY_DN177531_c0_g1",29,20,31,16,6,7
"TRINITY_DN177621_c0_g3",10,55,54,395,406,253
"TRINITY_DN178334_c0_g1",42,57,45,290,133,74
"TRINITY_DN178334_c1_g1",9,3,14,52,28,10
"TRINITY_DN182355_c0_g1",140,114,89,41,20,27
"TRINITY_DN182813_c0_g2",200,182,152,243,46,79
"TRINITY_DN184808_c0_g1",83,70,101,115,18,14
"TRINITY_DN185296_c1_g1",41,33,31,30,20,10
"TRINITY_DN185410_c0_g1",26,11,15,11,6,2
"TRINITY_DN189741_c0_g1",10,27,13,18,5,0
"TRINITY_DN190591_c0_g1",17,11,25,5,3,3
"TRINITY_DN191222_c0_g2",24,21,14,12,8,4
"TRINITY_DN192667_c0_g2",61,121,146,178,67,51
"TRINITY_DN194067_c0_g1",16,2,11,69,8,25
"TRINITY_DN196677_c0_g1",191,126,203,201,77,59
"TRINITY_DN196638_c0_g2",12,20,22,15,2,7
"TRINITY_DN197065_c0_g1",23,25,33,23,6,7
"TRINITY_DN198811_c0_g1",29,29,57,56,10,6
"TRINITY_DN199516_c0_g1",8,19,42,8,11,20
"TRINITY_DN199530_c0_g1",15,5,13,33,22,19
"TRINITY_DN303554_c0_g1",42,33,37,45,13,19
"TRINITY_DN304801_c0_g1",9,17,26,54,14,8
"TRINITY_DN304756_c0_g1",56,53,82,65,13,23
"TRINITY_DN305123_c0_g1",18,24,20,16,13,0
"TRINITY_DN306020_c0_g1",34,27,17,10,0,4
"TRINITY_DN309325_c0_g1",3,6,23,7,12,12
"TRINITY_DN310506_c0_g1",11,17,12,10,2,11
"TRINITY_DN316634_c0_g1",15,19,13,6,12,5
"TRINITY_DN320818_c1_g1",0,13,11,36,8,15
"TRINITY_DN322644_c0_g1",34,27,47,15,2,9
"TRINITY_DN326893_c0_g1",39,25,26,16,11,8
"TRINITY_DN328471_c0_g1",23,19,17,18,10,14
"TRINITY_DN331327_c0_g1",67,93,211,66,13,23
"TRINITY_DN334198_c0_g2",18,13,12,32,6,4
"TRINITY_DN334164_c0_g1",223,176,226,69,61,60
"TRINITY_DN337296_c0_g2",11,12,13,8,0,0
"TRINITY_DN345974_c0_g1",6,12,16,15,0,0
"TRINITY_DN347645_c0_g1",19,16,23,16,0,3
"TRINITY_DN348439_c1_g1",106,208,156,213,316,204
"TRINITY_DN352251_c0_g1",21,16,37,162,67,54
"TRINITY_DN353395_c0_g1",109,101,92,245,71,65
"TRINITY_DN357184_c0_g1",19,24,81,63,3,9
"TRINITY_DN362405_c0_g4",0,10,20,38,29,2
"TRINITY_DN364707_c0_g1",36,68,52,17,0,0
"TRINITY_DN364716_c0_g1",18,28,48,73,2,9
"TRINITY_DN368416_c0_g1",22,9,30,64,29,24
"TRINITY_DN368416_c0_g2",757,585,773,380,198,146
"TRINITY_DN379170_c0_g1",396,479,356,180,170,177
"TRINITY_DN379806_c0_g1",37,42,55,650,161,234
"TRINITY_DN379784_c0_g1",21,7,20,107,10,7
"TRINITY_DN380850_c0_g1",23,43,18,15,0,3
"TRINITY_DN390593_c0_g1",30,12,15,16,14,13
"TRINITY_DN393368_c0_g1",13,22,33,19,5,0
"TRINITY_DN395146_c0_g1",27,24,21,14,10,17
"TRINITY_DN300130_c0_g1",17,13,8,16,4,8
"TRINITY_DN301751_c0_g1",9,14,2,11,0,13
"TRINITY_DN302940_c0_g1",23,21,12,17,7,9
"TRINITY_DN303206_c0_g2",19,17,28,34,8,0
"TRINITY_DN305460_c0_g1",24,22,8,112,13,42
"TRINITY_DN306385_c0_g1",18,13,23,15,14,10
"TRINITY_DN306910_c0_g1",5,20,11,14,7,5
"TRINITY_DN307318_c0_g1",30,23,22,6,9,0
"TRINITY_DN310289_c0_g1",19,10,9,12,10,24
"TRINITY_DN311348_c0_g2",68,81,84,34,8,9
"TRINITY_DN311433_c1_g1",10,23,14,34,6,21
"TRINITY_DN312393_c0_g1",11,16,32,26,10,5
"TRINITY_DN314468_c0_g1",91,130,152,389,142,97
"TRINITY_DN315206_c0_g1",19,12,13,17,6,4
"TRINITY_DN316707_c0_g3",33,25,29,19,7,14
"TRINITY_DN317325_c0_g1",29,10,23,18,10,13
"TRINITY_DN317479_c0_g1",20,29,54,124,101,49
"TRINITY_DN319730_c0_g1",9,20,5,87,24,20
"TRINITY_DN323871_c0_g1",12,18,6,21,17,0
"TRINITY_DN323931_c0_g1",19,8,18,13,0,7
"TRINITY_DN329233_c0_g1",28,17,32,7,0,14
"TRINITY_DN329923_c0_g2",15,16,14,10,19,10
"TRINITY_DN330274_c0_g1",27,24,36,52,27,7
"TRINITY_DN333770_c0_g1",19,17,31,11,6,1
"TRINITY_DN339874_c0_g1",27,28,29,12,2,2
"TRINITY_DN348423_c1_g1",0,18,0,10,28,20
"TRINITY_DN348712_c0_g1",12,8,13,22,9,6
"TRINITY_DN351758_c0_g1",15,39,12,47,8,14
"TRINITY_DN353827_c0_g1",21,12,26,38,24,9
"TRINITY_DN368500_c0_g1",22,36,28,9,15,8
"TRINITY_DN369474_c0_g1",123,132,153,112,20,53
"TRINITY_DN369960_c0_g1",9,26,18,21,9,7
"TRINITY_DN375758_c0_g2",31,45,25,2,0,1
"TRINITY_DN378135_c0_g1",24,23,28,15,0,15
"TRINITY_DN384126_c0_g2",321,319,262,264,271,271
"TRINITY_DN388311_c0_g1",13,18,9,138,136,73
"TRINITY_DN393274_c0_g1",98,82,58,40,53,30
"TRINITY_DN397855_c0_g1",9,22,21,32,0,6
"TRINITY_DN303444_c1_g2",30,0,27,15,14,2
"TRINITY_DN303977_c0_g1",36,58,43,84,30,38
"TRINITY_DN307484_c0_g1",80,132,98,16,37,33
"TRINITY_DN311960_c0_g1",21,45,18,86,36,42
"TRINITY_DN312550_c0_g1",184,227,230,680,160,135
"TRINITY_DN319186_c0_g3",12,4,13,19,0,8
"TRINITY_DN319748_c1_g2",28,26,26,6,0,12
"TRINITY_DN320991_c0_g1",14,12,15,2,4,3
"TRINITY_DN326698_c0_g1",34,22,40,48,0,0
"TRINITY_DN329250_c0_g1",21,27,22,20,6,4
"TRINITY_DN332091_c0_g2",38,29,65,49,12,17
"TRINITY_DN332719_c0_g1",50,44,38,33,19,22
"TRINITY_DN334888_c0_g1",8,20,46,26,5,22
"TRINITY_DN334870_c0_g1",23,20,22,2,0,2
"TRINITY_DN339572_c0_g1",0,12,4,14,16,8
"TRINITY_DN341043_c0_g1",69,33,24,31,4,17
"TRINITY_DN344556_c0_g1",15,17,13,21,11,2
"TRINITY_DN344655_c0_g1",58,32,38,29,29,52
"TRINITY_DN348930_c0_g1",81,136,139,133,70,92
"TRINITY_DN351665_c0_g3",40,49,54,40,8,27
"TRINITY_DN355102_c0_g2",38,32,36,70,24,11
"TRINITY_DN355290_c0_g1",29,69,57,30,6,39
"TRINITY_DN355254_c0_g2",28,13,23,9,3,10
"TRINITY_DN359427_c0_g1",24,16,26,59,15,3
"TRINITY_DN359432_c0_g1",16,11,16,26,7,9
"TRINITY_DN370781_c0_g1",33,43,30,93,101,66
"TRINITY_DN372722_c0_g1",21,4,21,11,0,9
"TRINITY_DN394044_c0_g1",12,50,13,31,25,18
"TRINITY_DN301422_c0_g2",107,142,105,65,18,18
"TRINITY_DN301929_c0_g1",348,310,258,1494,2123,1292
"TRINITY_DN302790_c0_g2",100,107,152,626,177,159
"TRINITY_DN302828_c0_g1",34,20,28,48,31,17
"TRINITY_DN303082_c0_g1",11,8,15,12,4,10
"TRINITY_DN308511_c0_g1",27,23,33,20,9,9
"TRINITY_DN308862_c0_g1",13,43,15,0,7,8
"TRINITY_DN314803_c0_g2",81,24,78,25,2,4
"TRINITY_DN322388_c0_g1",15,12,8,12,2,4
"TRINITY_DN322355_c0_g2",21,13,13,17,7,7
"TRINITY_DN329610_c3_g1",17,33,24,3,1,0
"TRINITY_DN329564_c0_g1",2,11,13,14,1,2
"TRINITY_DN339425_c0_g1",21,16,25,22,22,36
"TRINITY_DN345342_c0_g1",12,14,16,10,18,11
"TRINITY_DN355908_c0_g1",3,20,21,33,8,2
"TRINITY_DN367301_c0_g1",181,182,179,306,83,93
"TRINITY_DN367301_c0_g2",143,147,181,261,68,116
"TRINITY_DN371762_c0_g2",12,32,19,24,0,9
"TRINITY_DN378453_c0_g1",111,118,126,32,30,26
"TRINITY_DN379448_c1_g1",5,11,29,14,1,3
"TRINITY_DN388107_c0_g1",123,81,93,111,49,60
"TRINITY_DN388826_c0_g1",9,22,13,34,10,15
"TRINITY_DN389836_c0_g1",17,17,14,8,4,0
"TRINITY_DN390430_c0_g1",352,205,266,55,13,24
"TRINITY_DN393173_c0_g1",33,15,36,21,17,13
"TRINITY_DN394399_c0_g1",12,7,24,11,0,2
"TRINITY_DN605720_c0_g1",26,18,39,155,56,22
"TRINITY_DN611151_c0_g1",26,34,35,29,2,2
"TRINITY_DN602468_c0_g1",29,11,19,49,0,11
"TRINITY_DN244_c0_g1",1334,874,466,66,16,21
"TRINITY_DN299_c0_g1",21333,22814,16040,24717,28011,31725
"TRINITY_DN299_c1_g1",3288,4050,2808,3022,2847,3537
"TRINITY_DN290_c0_g1",78,73,85,45,21,28
"TRINITY_DN205_c0_g1",105,136,142,79,45,39
"TRINITY_DN205_c0_g2",118,183,187,156,47,50
"TRINITY_DN205_c3_g1",24,37,12,9,24,3
"TRINITY_DN261_c0_g1",147,198,157,157,50,53
"TRINITY_DN203_c0_g1",22,6,18,13,0,7
"TRINITY_DN203_c1_g1",26,26,23,45,2,2
"TRINITY_DN276_c0_g1",703,754,794,820,416,527
"TRINITY_DN282_c0_g1",40,82,72,27,15,4
"TRINITY_DN231_c0_g1",101,143,115,144,48,42
"TRINITY_DN231_c1_g1",95,129,100,107,70,66
"TRINITY_DN231_c1_g2",178,224,320,140,56,26
"TRINITY_DN231_c2_g1",23,11,19,14,0,0
"TRINITY_DN231_c3_g2",168,131,176,85,32,17
"TRINITY_DN283_c0_g1",96,155,146,123,24,31
"TRINITY_DN283_c0_g2",35,31,39,10,4,6
"TRINITY_DN283_c4_g1",21,12,11,43,7,22
"TRINITY_DN296_c0_g1",198,227,241,244,95,178
"TRINITY_DN278_c0_g1",59,109,60,26,30,30
"TRINITY_DN278_c1_g1",122,124,227,68,31,21
"TRINITY_DN288_c1_g1",26,33,76,34,22,10
"TRINITY_DN214_c0_g1",92,71,121,312,119,92
"TRINITY_DN214_c1_g1",82,140,111,134,86,60
"TRINITY_DN214_c1_g2",7,18,21,9,23,1
"TRINITY_DN253_c0_g1",991,859,1305,1254,1028,853
"TRINITY_DN224_c0_g1",290,318,446,290,91,97
"TRINITY_DN254_c0_g3",363,364,434,283,340,304
"TRINITY_DN270_c0_g2",32,46,99,14,9,15
"TRINITY_DN270_c1_g1",178,143,121,92,53,38
"TRINITY_DN270_c6_g1",49,90,111,48,9,16
"TRINITY_DN226_c0_g1",100,143,142,168,45,60
"TRINITY_DN212_c0_g1",9,20,18,0,77,74
"TRINITY_DN237_c1_g1",79,74,79,116,48,25
"TRINITY_DN237_c2_g1",36,108,59,85,8,34
"TRINITY_DN237_c3_g1",80,128,162,125,68,61
"TRINITY_DN237_c4_g2",61,72,42,9,4,6
"TRINITY_DN262_c0_g1",778,864,619,441,647,522
"TRINITY_DN262_c1_g1",63,129,74,36,15,31
"TRINITY_DN262_c2_g1",9,17,17,22,27,9
"TRINITY_DN260_c3_g2",79,58,75,40,37,18
"TRINITY_DN260_c4_g1",227,273,297,353,74,88
"TRINITY_DN260_c15_g2",15,9,21,15,0,13
"TRINITY_DN298_c0_g1",24,39,25,27,19,14
"TRINITY_DN285_c0_g1",573,567,788,299,169,167
"TRINITY_DN252_c0_g1",447,501,595,524,190,122
"TRINITY_DN265_c0_g1",331,372,388,213,85,94
"TRINITY_DN232_c0_g1",111,207,108,99,30,57
"TRINITY_DN232_c1_g1",30,61,16,4,14,14
"TRINITY_DN280_c0_g1",25,18,40,31,2,5
"TRINITY_DN222_c0_g2",39,35,45,96,28,14
"TRINITY_DN247_c0_g1",23,28,16,27,117,63
"TRINITY_DN223_c0_g1",20,12,3,14,0,6
"TRINITY_DN206_c0_g1",24,10,27,5,47,50
"TRINITY_DN286_c0_g1",92,102,80,54,31,24
